F_LC_x F_x F_LC_y F_y F_LC_z F_z F_m 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0141829603476 28674 0.000937140646254 30030 0.016342015435 32556 0.015921201033 
0.0132995818725 28674 0.000878771317513 30030 0.0153241613114 32560 0.0149295571205 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
0.0150663388227 28674 0.000995509974996 30030 0.0173598695586 32560 0.0169128449456 
